,country,title_name,revision_id,article_quality,population,region,region_population
0,Afghanistan,Abas Basir,1098419766.0,C,41.1,SOUTH ASIA,2008.6
1,Afghanistan,Abdul Baqi Turkistani,889226470.0,Stub,41.1,SOUTH ASIA,2008.6
2,Afghanistan,Abdul Ghafar Lakanwal,943562276.0,Start,41.1,SOUTH ASIA,2008.6
3,Afghanistan,Abdul Ghani Ghani,1072441893.0,Stub,41.1,SOUTH ASIA,2008.6
4,Afghanistan,Abdul Malik Hamwar,1100874645.0,Stub,41.1,SOUTH ASIA,2008.6
5,Afghanistan,Abdul Rahim Ayoubi,1108886061.0,Start,41.1,SOUTH ASIA,2008.6
6,Afghanistan,Abdul Samad Ghaus,1072271854.0,Stub,41.1,SOUTH ASIA,2008.6
7,Afghanistan,Ahmad Behzad,1103948295.0,Start,41.1,SOUTH ASIA,2008.6
8,Afghanistan,Ahmadullah Wasiq,1109361754.0,Start,41.1,SOUTH ASIA,2008.6
9,Afghanistan,Aimal Faizi,1033383351.0,Stub,41.1,SOUTH ASIA,2008.6
10,Afghanistan,Alhaj Mutalib Baig,1111494041.0,Start,41.1,SOUTH ASIA,2008.6
11,Afghanistan,Amir Muhammad Akhundzada,1069322182.0,Start,41.1,SOUTH ASIA,2008.6
12,Afghanistan,Anarkali Kaur Honaryar,1069574154.0,Start,41.1,SOUTH ASIA,2008.6
13,Afghanistan,Ashraf Ghani,1113195582.0,B,41.1,SOUTH ASIA,2008.6
14,Afghanistan,Atiqullah Atifmal,1112407669.0,Start,41.1,SOUTH ASIA,2008.6
15,Afghanistan,Aziza Ahmadyar,1087211008.0,Start,41.1,SOUTH ASIA,2008.6
16,Afghanistan,Bashir Ahmad Bezan,1060707209.0,Start,41.1,SOUTH ASIA,2008.6
17,Afghanistan,Cheragh Ali Cheragh,1087211968.0,Start,41.1,SOUTH ASIA,2008.6
18,Afghanistan,Elay Ershad,1102489654.0,Stub,41.1,SOUTH ASIA,2008.6
19,Afghanistan,Ezatullah (Nangarhar),947885788.0,Stub,41.1,SOUTH ASIA,2008.6
20,Afghanistan,Ghulam Ghaus,1109361872.0,Stub,41.1,SOUTH ASIA,2008.6
21,Afghanistan,Ghulam Haider Hamidi,1095018556.0,Start,41.1,SOUTH ASIA,2008.6
22,Afghanistan,Ghulam Muhammad Ghobar,1108886395.0,Stub,41.1,SOUTH ASIA,2008.6
23,Afghanistan,Haroon al-Afghani,1095102390.0,B,41.1,SOUTH ASIA,2008.6
24,Afghanistan,Hashmat Ghani Ahmadzai,1112933356.0,C,41.1,SOUTH ASIA,2008.6
25,Afghanistan,Ismael Balkhi,1112534409.0,Start,41.1,SOUTH ASIA,2008.6
26,Afghanistan,Jan Baz,997027082.0,Stub,41.1,SOUTH ASIA,2008.6
27,Afghanistan,Mahboba Hoqomal,1092518990.0,Stub,41.1,SOUTH ASIA,2008.6
28,Afghanistan,Majah Ha Adrif,852404094.0,Start,41.1,SOUTH ASIA,2008.6
29,Afghanistan,Mirza Muhammad Ismail,1073524466.0,C,41.1,SOUTH ASIA,2008.6
30,Afghanistan,Mohammad Asim Asim,1013838830.0,Stub,41.1,SOUTH ASIA,2008.6
31,Afghanistan,Mohammad Ghous Bashiri,1102150221.0,Start,41.1,SOUTH ASIA,2008.6
32,Afghanistan,Mohammad Gul (Helmand Council),1092523687.0,Stub,41.1,SOUTH ASIA,2008.6
33,Afghanistan,Mohammad Nasim Faqiri,1098051193.0,Start,41.1,SOUTH ASIA,2008.6
34,Afghanistan,Mohammad Nazar Faqiri,1095525798.0,Stub,41.1,SOUTH ASIA,2008.6
35,Afghanistan,Mohammad Sarwar Ahmedzai,1038918070.0,Start,41.1,SOUTH ASIA,2008.6
36,Afghanistan,Mohammad Siddiq Chakari,1105913099.0,Stub,41.1,SOUTH ASIA,2008.6
37,Afghanistan,Muhammad Hashim Esmatullahi,949986748.0,Stub,41.1,SOUTH ASIA,2008.6
38,Afghanistan,Muqadasa Ahmadzai,1082489593.0,Start,41.1,SOUTH ASIA,2008.6
39,Afghanistan,Musa Hotak,1094201417.0,Start,41.1,SOUTH ASIA,2008.6
40,Afghanistan,Nasir Ahmad Durrani,988838315.0,Stub,41.1,SOUTH ASIA,2008.6
41,Afghanistan,Nasrullah Baryalai Arsalai,1095526840.0,Start,41.1,SOUTH ASIA,2008.6
42,Afghanistan,Qutbuddin Hilal,1104423275.0,Start,41.1,SOUTH ASIA,2008.6
43,Afghanistan,Rafiullah Bidar,977208323.0,Stub,41.1,SOUTH ASIA,2008.6
44,Afghanistan,Rangina Hamidi,1104280812.0,C,41.1,SOUTH ASIA,2008.6
45,Afghanistan,Sayed Zafar Hashemi,1112804808.0,Start,41.1,SOUTH ASIA,2008.6
46,Afghanistan,Shahjahan Noori,1099689043.0,GA,41.1,SOUTH ASIA,2008.6
47,Afghanistan,Shahnaz Himmeti,909966254.0,Stub,41.1,SOUTH ASIA,2008.6
48,Afghanistan,Sharif Ghalib,1041460606.0,B,41.1,SOUTH ASIA,2008.6
49,Afghanistan,Tayyab Agha,1104998382.0,Start,41.1,SOUTH ASIA,2008.6
50,Afghanistan,Abdul Karim Misaq,1052669338.0,Stub,41.1,SOUTH ASIA,2008.6
51,Afghanistan,Abdul Majid Samim,1098092701.0,Stub,41.1,SOUTH ASIA,2008.6
52,Afghanistan,Abdul Sattar Mirzakwal,1044450376.0,Stub,41.1,SOUTH ASIA,2008.6
53,Afghanistan,Ahmad Massoud,1112608262.0,C,41.1,SOUTH ASIA,2008.6
54,Afghanistan,Ahmad Wali Massoud,1108236868.0,Start,41.1,SOUTH ASIA,2008.6
55,Afghanistan,Ahmed Wali Karzai,1090245979.0,GA,41.1,SOUTH ASIA,2008.6
56,Afghanistan,Ali Maisam Nazary,1107279930.0,Start,41.1,SOUTH ASIA,2008.6
57,Afghanistan,Ali Mohammad (politician),1050463798.0,Stub,41.1,SOUTH ASIA,2008.6
58,Afghanistan,Amin Karim,1106333491.0,C,41.1,SOUTH ASIA,2008.6
59,Afghanistan,Amrullah Saleh,1115022704.0,FA,41.1,SOUTH ASIA,2008.6
60,Afghanistan,Azizullah Lodin,1102817004.0,Start,41.1,SOUTH ASIA,2008.6
61,Afghanistan,Baran Khan Kudezai,1106151353.0,Start,41.1,SOUTH ASIA,2008.6
62,Afghanistan,Daoud Naji,1110983467.0,Start,41.1,SOUTH ASIA,2008.6
63,Afghanistan,Davood Moradian,1106284627.0,Stub,41.1,SOUTH ASIA,2008.6
64,Afghanistan,Faizullah Kakar,1108932917.0,C,41.1,SOUTH ASIA,2008.6
65,Afghanistan,Farida Kuchi,1109436134.0,Start,41.1,SOUTH ASIA,2008.6
66,Afghanistan,Farzana Kochai,1079430136.0,Stub,41.1,SOUTH ASIA,2008.6
67,Afghanistan,Fazal Haq Mujahid,1113267490.0,C,41.1,SOUTH ASIA,2008.6
68,Afghanistan,Fazel Ahmed Manawi,1106464575.0,Stub,41.1,SOUTH ASIA,2008.6
69,Afghanistan,Gholam Rabani Nasher,916899472.0,Stub,41.1,SOUTH ASIA,2008.6
70,Afghanistan,Ghulam Faroq Nijrabi,1093612575.0,Stub,41.1,SOUTH ASIA,2008.6
71,Afghanistan,Ghulam Hassan Safi,987269301.0,Stub,41.1,SOUTH ASIA,2008.6
72,Afghanistan,Ghulam Mohammad Rigi,918256992.0,Stub,41.1,SOUTH ASIA,2008.6
73,Afghanistan,Hafizullah Shabaz Khail,1092416288.0,Start,41.1,SOUTH ASIA,2008.6
74,Afghanistan,Hanifa Safi,994195074.0,Stub,41.1,SOUTH ASIA,2008.6
75,Afghanistan,Khadija Zahra Ahmadi,1115331693.0,Stub,41.1,SOUTH ASIA,2008.6
76,Afghanistan,Masoud Khalili,1103105365.0,GA,41.1,SOUTH ASIA,2008.6
77,Afghanistan,Moeen Marastial,1102907176.0,Start,41.1,SOUTH ASIA,2008.6
78,Afghanistan,Mohammad Daud Miraki,1112192884.0,C,41.1,SOUTH ASIA,2008.6
79,Afghanistan,Mohammad Khan (athlete),1070779097.0,Stub,41.1,SOUTH ASIA,2008.6
80,Afghanistan,Mohammed Tahir Omar,996093541.0,Stub,41.1,SOUTH ASIA,2008.6
81,Afghanistan,Mohammed Zia Salehi,889806024.0,Stub,41.1,SOUTH ASIA,2008.6
82,Afghanistan,Muhammad Arif Sarwari,1079170926.0,Start,41.1,SOUTH ASIA,2008.6
83,Afghanistan,Muhammad Yunus Nawandish,1111494390.0,C,41.1,SOUTH ASIA,2008.6
84,Afghanistan,Murad Quenili,1093963498.0,Stub,41.1,SOUTH ASIA,2008.6
85,Afghanistan,Nasrin Oryakhil,1097277701.0,Start,41.1,SOUTH ASIA,2008.6
86,Afghanistan,Nasruddin Mohseni,1095044526.0,Start,41.1,SOUTH ASIA,2008.6
87,Afghanistan,Rahmatullah Nabil,1112496538.0,Start,41.1,SOUTH ASIA,2008.6
88,Afghanistan,Razaq Mamoon,1100189662.0,Start,41.1,SOUTH ASIA,2008.6
89,Afghanistan,Rouh Gul Khairzad,925562571.0,Stub,41.1,SOUTH ASIA,2008.6
90,Afghanistan,Saber Sangar,1019860497.0,Stub,41.1,SOUTH ASIA,2008.6
91,Afghanistan,Said Tayeb Jawad,1093621927.0,C,41.1,SOUTH ASIA,2008.6
92,Afghanistan,Samoud Khan,1010948755.0,Start,41.1,SOUTH ASIA,2008.6
93,Afghanistan,Sardar Mohammad Nadir Naeem,1038680015.0,Stub,41.1,SOUTH ASIA,2008.6
94,Afghanistan,Sayed Jalal,1078580238.0,Start,41.1,SOUTH ASIA,2008.6
95,Afghanistan,Sayed Jalal Karim,1060701067.0,Start,41.1,SOUTH ASIA,2008.6
96,Afghanistan,Sayed Nasim Mihanparast,1115496635.0,Stub,41.1,SOUTH ASIA,2008.6
97,Afghanistan,Sayyid Husayn,1095559301.0,Stub,41.1,SOUTH ASIA,2008.6
98,Afghanistan,Zabih-U-llah Ghazi Noristani,1001786762.0,Start,41.1,SOUTH ASIA,2008.6
99,Afghanistan,Zalmai Mujadidi,1104635001.0,Start,41.1,SOUTH ASIA,2008.6
100,Afghanistan,Abdul Ghafor Zori,994023417.0,Stub,41.1,SOUTH ASIA,2008.6
101,Afghanistan,Abdul Salam Zaeef,1106388504.0,GA,41.1,SOUTH ASIA,2008.6
102,Afghanistan,Abdul Zahir (Konar Education Minister),1097261199.0,Stub,41.1,SOUTH ASIA,2008.6
103,Afghanistan,Al-Haj Suliman Yari,1092426408.0,Stub,41.1,SOUTH ASIA,2008.6
104,Afghanistan,Awtar Singh,1115100619.0,Stub,41.1,SOUTH ASIA,2008.6
105,Afghanistan,Baktash Siawash,1111917754.0,Stub,41.1,SOUTH ASIA,2008.6
106,Afghanistan,Faramarz Tamanna,1106885861.0,C,41.1,SOUTH ASIA,2008.6
107,Afghanistan,Gul Ahmmad Yama,1060707715.0,Start,41.1,SOUTH ASIA,2008.6
108,Afghanistan,Hasan Ali Sultani,1060706902.0,Stub,41.1,SOUTH ASIA,2008.6
109,Afghanistan,Mohammad Hashem Taufiqui,1021308429.0,Start,41.1,SOUTH ASIA,2008.6
110,Afghanistan,Mohammad Shakir Kargar,1096574840.0,C,41.1,SOUTH ASIA,2008.6
111,Afghanistan,Mohammed Zaman,1108389318.0,Start,41.1,SOUTH ASIA,2008.6
112,Afghanistan,Nur ul-Haq Ulumi,1107429109.0,GA,41.1,SOUTH ASIA,2008.6
113,Afghanistan,Pacha Gul Wafadar,1020846299.0,Stub,41.1,SOUTH ASIA,2008.6
114,Afghanistan,Qari Ziauddin,1033608758.0,Start,41.1,SOUTH ASIA,2008.6
115,Afghanistan,Suhail Shaheen,1102910228.0,Start,41.1,SOUTH ASIA,2008.6
116,Afghanistan,Wahidullah Waissi,1111508295.0,C,41.1,SOUTH ASIA,2008.6
117,Afghanistan,Ziauddin (Afghan militia leader),1095799892.0,Start,41.1,SOUTH ASIA,2008.6
118,Albania,Abas Ermenji,1073827690.0,Start,2.8,SOUTHERN EUROPE,150.9
119,Albania,Abdurrahman Dibra,1101365003.0,Start,2.8,SOUTHERN EUROPE,150.9
120,Albania,Ahmed Dino,1114424802.0,Stub,2.8,SOUTHERN EUROPE,150.9
121,Albania,Ali Pasha of Gusinje,1114426634.0,GA,2.8,SOUTHERN EUROPE,150.9
122,Albania,Aqif Pasha Elbasani,1114425909.0,B,2.8,SOUTHERN EUROPE,150.9
123,Albania,Azis Tahir Ajdonati,994501003.0,Stub,2.8,SOUTHERN EUROPE,150.9
124,Albania,Aćif Hadžiahmetović,1104696112.0,GA,2.8,SOUTHERN EUROPE,150.9
125,Albania,Bajram Fevziu,1089008480.0,Start,2.8,SOUTHERN EUROPE,150.9
126,Albania,Bardhok Biba,1110580984.0,C,2.8,SOUTHERN EUROPE,150.9
127,Albania,Bislim Bajgora,1091800566.0,Start,2.8,SOUTHERN EUROPE,150.9
128,Albania,Bujar Dida,1112281152.0,C,2.8,SOUTHERN EUROPE,150.9
129,Albania,Dervish Biçaku,1106794267.0,Stub,2.8,SOUTHERN EUROPE,150.9
130,Albania,Ferhat Bey Draga,1101927317.0,C,2.8,SOUTHERN EUROPE,150.9
131,Albania,Fuad Dibra,1079550815.0,Start,2.8,SOUTHERN EUROPE,150.9
132,Albania,Hysni Curri,1114418989.0,Start,2.8,SOUTHERN EUROPE,150.9
133,Albania,Ibrahim Dalliu,1087026828.0,Start,2.8,SOUTHERN EUROPE,150.9
134,Albania,Isuf Dibra,1108975040.0,Start,2.8,SOUTHERN EUROPE,150.9
135,Albania,Kastriot Berissa,1094050369.0,Start,2.8,SOUTHERN EUROPE,150.9
136,Albania,Kostandin Boshnjaku,1107876476.0,C,2.8,SOUTHERN EUROPE,150.9
137,Albania,Mihal Grameno,1095879069.0,C,2.8,SOUTHERN EUROPE,150.9
138,Albania,Neritan Ceka,1095178618.0,Start,2.8,SOUTHERN EUROPE,150.9
139,Albania,Nexhip Draga,1092914547.0,GA,2.8,SOUTHERN EUROPE,150.9
140,Albania,Niazi Demi,1104589367.0,Stub,2.8,SOUTHERN EUROPE,150.9
141,Albania,Qamil Musa Haxhi Feza,1015553118.0,Stub,2.8,SOUTHERN EUROPE,150.9
142,Albania,Rasih Dino,1067061654.0,Stub,2.8,SOUTHERN EUROPE,150.9
143,Albania,Refo Çapari,1061419179.0,Start,2.8,SOUTHERN EUROPE,150.9
144,Albania,Sabri Godo,1105835401.0,C,2.8,SOUTHERN EUROPE,150.9
145,Albania,Safet Butka,1067080697.0,C,2.8,SOUTHERN EUROPE,150.9
146,Albania,Spartak Braho,1098235893.0,Start,2.8,SOUTHERN EUROPE,150.9
147,Albania,Themistokli Gërmenji,1099714241.0,C,2.8,SOUTHERN EUROPE,150.9
148,Albania,Uran Butka,1087272778.0,Start,2.8,SOUTHERN EUROPE,150.9
149,Albania,Ylli Asllani,949182924.0,Start,2.8,SOUTHERN EUROPE,150.9
150,Albania,Abdyl Ypi,1075914314.0,Stub,2.8,SOUTHERN EUROPE,150.9
151,Albania,Adrian Neritani,1112281129.0,Start,2.8,SOUTHERN EUROPE,150.9
152,Albania,Afrim Tole,1091240960.0,Stub,2.8,SOUTHERN EUROPE,150.9
153,Albania,Albulena Haxhiu,1095286065.0,Stub,2.8,SOUTHERN EUROPE,150.9
154,Albania,Alfred Karamuço,1098236555.0,Stub,2.8,SOUTHERN EUROPE,150.9
155,Albania,Ali Këlcyra,1069956844.0,C,2.8,SOUTHERN EUROPE,150.9
156,Albania,Ali Riza Kolonja,1095185542.0,Start,2.8,SOUTHERN EUROPE,150.9
157,Albania,Artur Kuko,1112281132.0,Stub,2.8,SOUTHERN EUROPE,150.9
158,Albania,Athanas Shundi,1090001664.0,B,2.8,SOUTHERN EUROPE,150.9
159,Albania,Avni Rustemi,1113688253.0,C,2.8,SOUTHERN EUROPE,150.9
160,Albania,Bajram Kelmendi,1098232331.0,Start,2.8,SOUTHERN EUROPE,150.9
161,Albania,Bedri Pejani,1080373501.0,C,2.8,SOUTHERN EUROPE,150.9
162,Albania,Behxhet Nepravishta,1114419169.0,Stub,2.8,SOUTHERN EUROPE,150.9
163,Albania,Belind Këlliçi,1114971095.0,C,2.8,SOUTHERN EUROPE,150.9
164,Albania,Chatin Sarachi,1089622596.0,C,2.8,SOUTHERN EUROPE,150.9
165,Albania,Eduard Shalsi,1090651886.0,Start,2.8,SOUTHERN EUROPE,150.9
166,Albania,Elez Koçi,919356105.0,Start,2.8,SOUTHERN EUROPE,150.9
167,Albania,Fatmir Mediu,1108640753.0,Stub,2.8,SOUTHERN EUROPE,150.9
168,Albania,Gjon Markagjoni,1114419158.0,C,2.8,SOUTHERN EUROPE,150.9
169,Albania,Glauk Konjufca,1110511667.0,Start,2.8,SOUTHERN EUROPE,150.9
170,Albania,High Council of Regency,1107096289.0,C,2.8,SOUTHERN EUROPE,150.9
171,Albania,Hysni Milloshi,1111101481.0,Start,2.8,SOUTHERN EUROPE,150.9
172,Albania,Ibrahim Karbunara,1053849574.0,Start,2.8,SOUTHERN EUROPE,150.9
173,Albania,Ibrahim Temo,1114899959.0,GA,2.8,SOUTHERN EUROPE,150.9
174,Albania,Kadri Prishtina,1115424613.0,Start,2.8,SOUTHERN EUROPE,150.9
175,Albania,Kristo Kirka,1071577370.0,C,2.8,SOUTHERN EUROPE,150.9
176,Albania,Kryeziu family,1113466121.0,Start,2.8,SOUTHERN EUROPE,150.9
177,Albania,Kurt Agë Kadiu,998414015.0,Stub,2.8,SOUTHERN EUROPE,150.9
178,Albania,Mehmed Kalakula,979382854.0,Stub,2.8,SOUTHERN EUROPE,150.9
179,Albania,Mehmet Tahsini,1089358942.0,Stub,2.8,SOUTHERN EUROPE,150.9
180,Albania,Musa Qazimi,1085455681.0,GA,2.8,SOUTHERN EUROPE,150.9
181,Albania,Mustafa Ndroqi,1091483288.0,Stub,2.8,SOUTHERN EUROPE,150.9
182,Albania,Nebi Sefa,978173646.0,Stub,2.8,SOUTHERN EUROPE,150.9
183,Albania,Pavli Terka,1107079359.0,Start,2.8,SOUTHERN EUROPE,150.9
184,Albania,Pertef Pogoni,1071576384.0,Stub,2.8,SOUTHERN EUROPE,150.9
185,Albania,Sabit Lulo,1071576324.0,Stub,2.8,SOUTHERN EUROPE,150.9
186,Albania,Sali Nivica,1074384873.0,Start,2.8,SOUTHERN EUROPE,150.9
187,Albania,Sejfi Vllamasi,1073823015.0,Start,2.8,SOUTHERN EUROPE,150.9
188,Albania,Spiridon Kacarosi,993288548.0,Stub,2.8,SOUTHERN EUROPE,150.9
189,Albania,Syrja Vlora,1109383587.0,Start,2.8,SOUTHERN EUROPE,150.9
190,Albania,Tefik Mborja,1112281218.0,Start,2.8,SOUTHERN EUROPE,150.9
191,Albania,Thoma Orologa,1114419178.0,Start,2.8,SOUTHERN EUROPE,150.9
192,Albania,Visar Ymeri,1036757024.0,Stub,2.8,SOUTHERN EUROPE,150.9
196,Albania,Visarion Xhuvani,1115321286.0,C,2.8,SOUTHERN EUROPE,150.9
197,Albania,Xhavid Leskoviku,1080104315.0,Start,2.8,SOUTHERN EUROPE,150.9
198,Albania,Xhelal Koprëncka,1106794268.0,Stub,2.8,SOUTHERN EUROPE,150.9
199,Albania,Xhelal Sveçla,1110419834.0,Start,2.8,SOUTHERN EUROPE,150.9
200,Albania,Xhezair Zaganjori,1106753028.0,Start,2.8,SOUTHERN EUROPE,150.9
201,Albania,Ylli Vesel Shehu,1002857261.0,Stub,2.8,SOUTHERN EUROPE,150.9
202,Albania,Ymer Prizreni,1114419180.0,Start,2.8,SOUTHERN EUROPE,150.9
203,Albania,Menduh Zavalani,1071577719.0,GA,2.8,SOUTHERN EUROPE,150.9
204,Kosovo,Visar Ymeri,1036757024.0,Stub,1.8,SOUTHERN EUROPE,150.9
208,Kosovo,Ali Aliu,1088823081.0,Start,1.8,SOUTHERN EUROPE,150.9
209,Kosovo,Bajram Gecaj,1085013172.0,Start,1.8,SOUTHERN EUROPE,150.9
210,Kosovo,Bekim Çollaku,989081930.0,Start,1.8,SOUTHERN EUROPE,150.9
211,Kosovo,Getoar Mjeku,1110432610.0,GA,1.8,SOUTHERN EUROPE,150.9
212,Kosovo,Hamza Balje,988565530.0,Stub,1.8,SOUTHERN EUROPE,150.9
213,Kosovo,Mulla Idriz Gjilani,1109348179.0,Start,1.8,SOUTHERN EUROPE,150.9
214,Kosovo,Sejdo Bajramović,1106919692.0,Start,1.8,SOUTHERN EUROPE,150.9
215,Kosovo,Veli Deva,1097087563.0,Stub,1.8,SOUTHERN EUROPE,150.9
216,Kosovo,Adem Hodža,1089913595.0,Start,1.8,SOUTHERN EUROPE,150.9
217,Kosovo,Adrijana Hodžić,1059619919.0,Start,1.8,SOUTHERN EUROPE,150.9
218,Kosovo,Bajram Hasani,1068907924.0,Stub,1.8,SOUTHERN EUROPE,150.9
219,Kosovo,Elbert Krasniqi,1100006829.0,Start,1.8,SOUTHERN EUROPE,150.9
220,Kosovo,Gazmend Pula,1113326325.0,Stub,1.8,SOUTHERN EUROPE,150.9
221,Kosovo,Goran Rakić,1105188963.0,C,1.8,SOUTHERN EUROPE,150.9
225,Kosovo,Hasan Prishtina,1114419215.0,C,1.8,SOUTHERN EUROPE,150.9
226,Kosovo,Igor Simić,1110535502.0,Start,1.8,SOUTHERN EUROPE,150.9
227,Kosovo,Nenad Rašić,1041150203.0,Stub,1.8,SOUTHERN EUROPE,150.9
228,Kosovo,Oliver Ivanović,1110781072.0,C,1.8,SOUTHERN EUROPE,150.9
232,Kosovo,Rada Trajković,1109175174.0,Start,1.8,SOUTHERN EUROPE,150.9
233,Kosovo,Ragip Jashari,933663830.0,Stub,1.8,SOUTHERN EUROPE,150.9
234,Kosovo,Rexhai Surroi,1034004343.0,Start,1.8,SOUTHERN EUROPE,150.9
235,Kosovo,Rrahman Morina,1047859449.0,Start,1.8,SOUTHERN EUROPE,150.9
236,Kosovo,Selim Selimi,1102497560.0,Stub,1.8,SOUTHERN EUROPE,150.9
237,Algeria,Abdenour Keramane,1028900906.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
238,Algeria,Abdeslam Bouchouareb,1053459025.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
239,Algeria,Abelkader Khamri,1088927932.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
240,Algeria,Ahmed Djebbar,1112131049.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
241,Algeria,Amar Makhloufi,1053459748.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
242,Algeria,Azzedine Mihoubi,1031600815.0,Start,44.9,NORTHERN AFRICA,251.20000000000002
243,Algeria,Bakhti Belaïb,1107713309.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
244,Algeria,Benaouda Hadj Hacène Bachterzi,1064464792.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
245,Algeria,Bouras Djamel,1072064909.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
246,Algeria,Brahim Chibout,1053460621.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
247,Algeria,Cherif Rahmani,1053461144.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
248,Algeria,Djelloul Baghli,1053461392.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
249,Algeria,Fatiha Serour,1019766063.0,Start,44.9,NORTHERN AFRICA,251.20000000000002
250,Algeria,Hacen Mefti,1053461924.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
251,Algeria,Ibrahim Boughali,1110540602.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
252,Algeria,Lamine Bechichi,1111537825.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
253,Algeria,Mahmoud Khedri,1102198843.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
254,Algeria,Mohamed Belouizdad,1102331624.0,Start,44.9,NORTHERN AFRICA,251.20000000000002
255,Algeria,Mohamed Bensalam,1053464158.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
256,Algeria,Mohamed Elias Mesli,1009461580.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
257,Algeria,Mohamed Hassaïne,1098798192.0,C,44.9,NORTHERN AFRICA,251.20000000000002
258,Algeria,Mohamed Laïchoubi,1053469601.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
259,Algeria,Mohamed Maghlaoui,1053469610.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
260,Algeria,Mohamed Seghir Babes,1079379844.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
261,Algeria,Mohammed Saleh Bendjelloul,1064459314.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
262,Algeria,Mokhtar Meherzi,1028900891.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
263,Algeria,Mourad Benachenou,1091746754.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
264,Algeria,Naima Salhi,1113203380.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
265,Algeria,Noureddine Bahbouh,1099284595.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
266,Algeria,Said Abadou,1112193748.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
267,Algeria,Said Boualam,1104123484.0,Start,44.9,NORTHERN AFRICA,251.20000000000002
268,Algeria,Sassi Lamouri,1053478920.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
269,Algeria,Souad Bendjaballah,1064463751.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
270,Algeria,Tahar Allan,1059626268.0,Stub,44.9,NORTHERN AFRICA,251.20000000000002
271,Angola,Alexandre Sebastião André,979043156.0,Stub,35.6,MIDDLE AFRICA,196.1
272,Angola,Branca Manuel Espirito Santo,1082903108.0,Stub,35.6,MIDDLE AFRICA,196.1
273,Angola,Isaac Maria dos Anjos,1087791055.0,Stub,35.6,MIDDLE AFRICA,196.1
274,Angola,João Baptista Borges,1108136082.0,Start,35.6,MIDDLE AFRICA,196.1
275,Angola,Paulino Baptista,1098277989.0,Start,35.6,MIDDLE AFRICA,196.1
276,Angola,Abel Chivukuvuku,987997249.0,Start,35.6,MIDDLE AFRICA,196.1
277,Angola,Abel Xavier Nzuzi Lubota,1080325199.0,Stub,35.6,MIDDLE AFRICA,196.1
278,Angola,Abraão Gourgel,1080440646.0,Stub,35.6,MIDDLE AFRICA,196.1
279,Angola,Adalberto Costa Júnior,1107102259.0,Stub,35.6,MIDDLE AFRICA,196.1
280,Angola,Adjany Costa,1081302172.0,Start,35.6,MIDDLE AFRICA,196.1
281,Angola,André Gaspar Mendes de Carvalho,871672690.0,Stub,35.6,MIDDLE AFRICA,196.1
282,Angola,André Luís Brandão,1092527809.0,Stub,35.6,MIDDLE AFRICA,196.1
283,Angola,Arlete Chimbinda,1101656146.0,Start,35.6,MIDDLE AFRICA,196.1
284,Angola,Augusto da Silva Tomás,1112407992.0,Stub,35.6,MIDDLE AFRICA,196.1
285,Angola,Carlos António Fernandes,1003396569.0,Stub,35.6,MIDDLE AFRICA,196.1
286,Angola,Carolina Cerqueira,1081277226.0,C,35.6,MIDDLE AFRICA,196.1
287,Angola,Daniel Ntongi-Nzinga,848334573.0,Stub,35.6,MIDDLE AFRICA,196.1
288,Angola,David Mendes,1024544204.0,Stub,35.6,MIDDLE AFRICA,196.1
289,Angola,Elias Salupeto Pena,994023688.0,Stub,35.6,MIDDLE AFRICA,196.1
290,Angola,Fernando Faustino Muteka,1079490106.0,Stub,35.6,MIDDLE AFRICA,196.1
291,Angola,Fiel Domingos Constantino,1082902869.0,Stub,35.6,MIDDLE AFRICA,196.1
292,Angola,Jeremias Chitunda,1076646666.0,Start,35.6,MIDDLE AFRICA,196.1
293,Angola,Johnny Eduardo Pinnock,992923654.0,Stub,35.6,MIDDLE AFRICA,196.1
